State,Bedrooms,Bathrooms,Area (Sqft),Lot Size,Year Built,City,Zipcode,Address,Price,Status,Listing URL
IL,1 bds,4 ba,1812 sqft,8167 sqft,1955,San Francisco,21798,"5463 Main St, San Francisco, IL 21798","$945,467",Sold,https://www.zillow.com/homedetails/69830778_zpid/
CA,2 bds,1 ba,3860 sqft,2508 sqft,1984,Sacramento,99327,"7012 Pine Rd, Sacramento, CA 99327","$310,781",Sold,https://www.zillow.com/homedetails/80989020_zpid/
NY,4 bds,1 ba,2416 sqft,9064 sqft,2018,San Francisco,87961,"2254 Pine Rd, San Francisco, NY 87961","$1,392,133",Sold,https://www.zillow.com/homedetails/24768373_zpid/
NY,6 bds,3 ba,2933 sqft,7195 sqft,1967,Sacramento,39459,"3362 Oak Ave, Sacramento, NY 39459","$1,226,168",Sold,https://www.zillow.com/homedetails/21378528_zpid/
FL,3 bds,1 ba,684 sqft,6466 sqft,1985,San Diego,94807,"9970 Maple Dr, San Diego, FL 94807","$151,730",Pending,https://www.zillow.com/homedetails/23895340_zpid/
TX,4 bds,2 ba,3874 sqft,3384 sqft,1956,San Francisco,74937,"3995 Elm St, San Francisco, TX 74937","$1,323,474",For Sale,https://www.zillow.com/homedetails/73657544_zpid/
TX,3 bds,2 ba,1859 sqft,3075 sqft,1988,Sacramento,71653,"8468 Oak Ave, Sacramento, TX 71653","$171,171",Sold,https://www.zillow.com/homedetails/49113444_zpid/
CA,4 bds,3 ba,1237 sqft,2093 sqft,1961,Los Angeles,72442,"3013 Oak Ave, Los Angeles, CA 72442","$576,963",Pending,https://www.zillow.com/homedetails/98153616_zpid/
CA,3 bds,2 ba,729 sqft,9826 sqft,1951,Fresno,72484,"7794 Maple Dr, Fresno, CA 72484","$680,603",For Sale,https://www.zillow.com/homedetails/99386292_zpid/
TX,2 bds,3 ba,3118 sqft,8098 sqft,1951,San Francisco,59250,"611 Pine Rd, San Francisco, TX 59250","$775,005",Sold,https://www.zillow.com/homedetails/63353888_zpid/
NY,6 bds,3 ba,1466 sqft,9951 sqft,1967,Los Angeles,85533,"7498 Main St, Los Angeles, NY 85533","$314,574",Sold,https://www.zillow.com/homedetails/29231377_zpid/
IL,6 bds,3 ba,1707 sqft,5474 sqft,2005,Los Angeles,11630,"2310 Maple Dr, Los Angeles, IL 11630","$1,043,558",For Sale,https://www.zillow.com/homedetails/23452276_zpid/
CA,6 bds,4 ba,1633 sqft,5971 sqft,1950,Fresno,72047,"6706 Pine Rd, Fresno, CA 72047","$1,463,056",For Sale,https://www.zillow.com/homedetails/63100264_zpid/
CA,1 bds,2 ba,891 sqft,9249 sqft,1982,San Francisco,96180,"4551 Maple Dr, San Francisco, CA 96180","$423,192",Pending,https://www.zillow.com/homedetails/61738609_zpid/
FL,6 bds,2 ba,2489 sqft,2613 sqft,1967,Los Angeles,75773,"6133 Pine Rd, Los Angeles, FL 75773","$1,226,639",Pending,https://www.zillow.com/homedetails/85485787_zpid/
NY,3 bds,3 ba,3586 sqft,4806 sqft,1965,San Francisco,83852,"5046 Oak Ave, San Francisco, NY 83852","$499,972",Pending,https://www.zillow.com/homedetails/29489803_zpid/
CA,2 bds,2 ba,1066 sqft,8918 sqft,1993,Fresno,37195,"5188 Oak Ave, Fresno, CA 37195","$199,906",Sold,https://www.zillow.com/homedetails/61674384_zpid/
IL,6 bds,1 ba,2668 sqft,8563 sqft,1975,San Francisco,62250,"9760 Maple Dr, San Francisco, IL 62250","$1,223,865",Pending,https://www.zillow.com/homedetails/10008385_zpid/
FL,1 bds,1 ba,807 sqft,3442 sqft,2005,Los Angeles,58871,"1925 Pine Rd, Los Angeles, FL 58871","$378,465",For Sale,https://www.zillow.com/homedetails/28511397_zpid/
FL,6 bds,1 ba,788 sqft,7694 sqft,1989,Sacramento,87611,"1143 Main St, Sacramento, FL 87611","$1,170,279",Sold,https://www.zillow.com/homedetails/80827171_zpid/
CA,6 bds,2 ba,715 sqft,7185 sqft,2002,Sacramento,43034,"457 Maple Dr, Sacramento, CA 43034","$1,456,218",Pending,https://www.zillow.com/homedetails/52405699_zpid/
FL,4 bds,1 ba,1122 sqft,2469 sqft,1995,Sacramento,64106,"2809 Elm St, Sacramento, FL 64106","$592,771",For Sale,https://www.zillow.com/homedetails/83528883_zpid/
NY,4 bds,4 ba,1792 sqft,7630 sqft,1975,Sacramento,14444,"254 Oak Ave, Sacramento, NY 14444","$449,429",Pending,https://www.zillow.com/homedetails/85560731_zpid/
TX,4 bds,3 ba,2006 sqft,1334 sqft,1985,San Francisco,44997,"477 Oak Ave, San Francisco, TX 44997","$1,200,867",Pending,https://www.zillow.com/homedetails/85523719_zpid/
CA,6 bds,2 ba,2255 sqft,8997 sqft,2006,San Francisco,64978,"5950 Main St, San Francisco, CA 64978","$147,111",Pending,https://www.zillow.com/homedetails/44620047_zpid/
FL,2 bds,4 ba,2503 sqft,2131 sqft,2021,San Francisco,88554,"3249 Oak Ave, San Francisco, FL 88554","$847,617",For Sale,https://www.zillow.com/homedetails/63550392_zpid/
IL,4 bds,3 ba,3095 sqft,6874 sqft,1956,Sacramento,92223,"3552 Maple Dr, Sacramento, IL 92223","$526,045",Pending,https://www.zillow.com/homedetails/74290788_zpid/
NY,4 bds,4 ba,965 sqft,6245 sqft,2022,Los Angeles,39637,"1093 Pine Rd, Los Angeles, NY 39637","$1,361,056",Sold,https://www.zillow.com/homedetails/86717071_zpid/
TX,4 bds,2 ba,1395 sqft,9537 sqft,2013,San Diego,49528,"556 Elm St, San Diego, TX 49528","$782,095",For Sale,https://www.zillow.com/homedetails/52541337_zpid/
FL,5 bds,3 ba,1589 sqft,6894 sqft,2019,San Diego,14744,"3092 Elm St, San Diego, FL 14744","$1,103,146",Sold,https://www.zillow.com/homedetails/60478959_zpid/
NY,3 bds,3 ba,3033 sqft,7036 sqft,1964,Fresno,84456,"9808 Main St, Fresno, NY 84456","$634,220",For Sale,https://www.zillow.com/homedetails/23800590_zpid/
IL,5 bds,2 ba,2575 sqft,5928 sqft,1993,Los Angeles,84948,"3602 Maple Dr, Los Angeles, IL 84948","$268,004",Pending,https://www.zillow.com/homedetails/24886844_zpid/
TX,1 bds,1 ba,1618 sqft,2535 sqft,1992,Sacramento,34535,"9145 Maple Dr, Sacramento, TX 34535","$1,421,337",Sold,https://www.zillow.com/homedetails/31077865_zpid/
IL,2 bds,2 ba,3783 sqft,8122 sqft,1973,Sacramento,74353,"6044 Main St, Sacramento, IL 74353","$977,475",Pending,https://www.zillow.com/homedetails/31647725_zpid/
IL,1 bds,2 ba,3998 sqft,3973 sqft,1955,Sacramento,44554,"7776 Oak Ave, Sacramento, IL 44554","$406,192",For Sale,https://www.zillow.com/homedetails/22204245_zpid/
CA,6 bds,4 ba,2018 sqft,1269 sqft,1990,San Diego,37330,"4115 Maple Dr, San Diego, CA 37330","$145,136",Sold,https://www.zillow.com/homedetails/99807382_zpid/
NY,1 bds,4 ba,1110 sqft,9592 sqft,1982,Los Angeles,25727,"2042 Pine Rd, Los Angeles, NY 25727","$1,169,326",Sold,https://www.zillow.com/homedetails/63304222_zpid/
CA,4 bds,1 ba,3879 sqft,2466 sqft,1992,San Diego,77829,"6427 Pine Rd, San Diego, CA 77829","$851,439",Sold,https://www.zillow.com/homedetails/17424371_zpid/
FL,3 bds,2 ba,3951 sqft,2394 sqft,2019,Sacramento,96815,"4760 Pine Rd, Sacramento, FL 96815","$493,384",Pending,https://www.zillow.com/homedetails/72502590_zpid/
CA,6 bds,3 ba,1704 sqft,6514 sqft,1968,San Diego,43982,"8671 Maple Dr, San Diego, CA 43982","$702,616",Pending,https://www.zillow.com/homedetails/48193558_zpid/
IL,2 bds,3 ba,2531 sqft,6783 sqft,1964,Sacramento,57281,"8617 Oak Ave, Sacramento, IL 57281","$1,444,049",For Sale,https://www.zillow.com/homedetails/68545974_zpid/
FL,5 bds,4 ba,2969 sqft,3934 sqft,1996,San Francisco,63545,"1136 Maple Dr, San Francisco, FL 63545","$691,610",Pending,https://www.zillow.com/homedetails/14421496_zpid/
TX,1 bds,4 ba,1962 sqft,5447 sqft,1982,Fresno,20382,"5230 Pine Rd, Fresno, TX 20382","$1,016,112",For Sale,https://www.zillow.com/homedetails/14097575_zpid/
TX,3 bds,4 ba,721 sqft,8803 sqft,2013,San Diego,98979,"2595 Oak Ave, San Diego, TX 98979","$462,828",Pending,https://www.zillow.com/homedetails/10035517_zpid/
TX,2 bds,4 ba,3737 sqft,6961 sqft,1969,Sacramento,70724,"2315 Oak Ave, Sacramento, TX 70724","$813,988",Pending,https://www.zillow.com/homedetails/53139842_zpid/
IL,6 bds,4 ba,840 sqft,9605 sqft,1983,San Diego,32794,"976 Oak Ave, San Diego, IL 32794","$1,442,853",Sold,https://www.zillow.com/homedetails/30857336_zpid/
FL,5 bds,1 ba,2762 sqft,7418 sqft,1950,San Diego,91896,"5226 Maple Dr, San Diego, FL 91896","$1,131,018",For Sale,https://www.zillow.com/homedetails/54114620_zpid/
NY,6 bds,4 ba,1424 sqft,2029 sqft,2015,Fresno,16603,"8351 Pine Rd, Fresno, NY 16603","$1,407,385",Pending,https://www.zillow.com/homedetails/39664581_zpid/
CA,1 bds,1 ba,3250 sqft,5601 sqft,1963,San Diego,11546,"5187 Maple Dr, San Diego, CA 11546","$419,698",Sold,https://www.zillow.com/homedetails/12505085_zpid/
CA,3 bds,1 ba,3054 sqft,2959 sqft,1976,Fresno,23854,"2105 Elm St, Fresno, CA 23854","$903,859",For Sale,https://www.zillow.com/homedetails/57109456_zpid/
FL,1 bds,2 ba,2822 sqft,3325 sqft,1969,Fresno,34652,"6041 Maple Dr, Fresno, FL 34652","$398,506",Pending,https://www.zillow.com/homedetails/40815662_zpid/
CA,6 bds,4 ba,1800 sqft,2208 sqft,2001,Los Angeles,74325,"6176 Oak Ave, Los Angeles, CA 74325","$378,449",Pending,https://www.zillow.com/homedetails/26399854_zpid/
NY,2 bds,3 ba,2124 sqft,9831 sqft,2005,Sacramento,10634,"1863 Main St, Sacramento, NY 10634","$495,312",For Sale,https://www.zillow.com/homedetails/37789449_zpid/
FL,1 bds,1 ba,3453 sqft,2386 sqft,2005,San Diego,96555,"5976 Maple Dr, San Diego, FL 96555","$662,727",Sold,https://www.zillow.com/homedetails/27710525_zpid/
CA,3 bds,2 ba,883 sqft,2507 sqft,2015,San Francisco,38222,"3373 Elm St, San Francisco, CA 38222","$353,584",Pending,https://www.zillow.com/homedetails/16512783_zpid/
TX,5 bds,1 ba,3708 sqft,7568 sqft,2022,Los Angeles,21034,"4190 Pine Rd, Los Angeles, TX 21034","$1,442,996",For Sale,https://www.zillow.com/homedetails/75090835_zpid/
CA,1 bds,1 ba,1487 sqft,7422 sqft,2006,Sacramento,81544,"402 Oak Ave, Sacramento, CA 81544","$557,640",Sold,https://www.zillow.com/homedetails/88733757_zpid/
NY,4 bds,1 ba,1925 sqft,6548 sqft,2010,San Francisco,80401,"2283 Oak Ave, San Francisco, NY 80401","$643,639",Pending,https://www.zillow.com/homedetails/70270357_zpid/
FL,5 bds,1 ba,1184 sqft,4411 sqft,1982,Los Angeles,19196,"9872 Pine Rd, Los Angeles, FL 19196","$229,145",Sold,https://www.zillow.com/homedetails/23907347_zpid/
TX,4 bds,3 ba,2612 sqft,1105 sqft,1978,Sacramento,95536,"9933 Oak Ave, Sacramento, TX 95536","$1,219,813",Pending,https://www.zillow.com/homedetails/28923673_zpid/
IL,6 bds,1 ba,1360 sqft,8848 sqft,2019,San Diego,90961,"1175 Maple Dr, San Diego, IL 90961","$940,081",Sold,https://www.zillow.com/homedetails/36184914_zpid/
NY,1 bds,3 ba,1992 sqft,9030 sqft,2012,San Diego,56099,"382 Pine Rd, San Diego, NY 56099","$435,007",Pending,https://www.zillow.com/homedetails/77561355_zpid/
IL,4 bds,4 ba,3076 sqft,2553 sqft,1993,San Diego,97907,"9568 Maple Dr, San Diego, IL 97907","$435,821",Sold,https://www.zillow.com/homedetails/87490173_zpid/
FL,6 bds,4 ba,2084 sqft,6688 sqft,2000,San Francisco,12051,"2574 Main St, San Francisco, FL 12051","$1,105,789",Pending,https://www.zillow.com/homedetails/51394667_zpid/
NY,4 bds,1 ba,3658 sqft,7861 sqft,1964,San Francisco,17955,"3762 Maple Dr, San Francisco, NY 17955","$1,456,728",Pending,https://www.zillow.com/homedetails/66257187_zpid/
IL,2 bds,3 ba,3649 sqft,2142 sqft,1996,Los Angeles,49084,"9026 Maple Dr, Los Angeles, IL 49084","$330,624",Pending,https://www.zillow.com/homedetails/49789174_zpid/
NY,4 bds,1 ba,2670 sqft,4676 sqft,1958,San Diego,81454,"3825 Main St, San Diego, NY 81454","$537,103",Pending,https://www.zillow.com/homedetails/34842246_zpid/
FL,3 bds,4 ba,3596 sqft,8005 sqft,1977,San Diego,73076,"4554 Elm St, San Diego, FL 73076","$330,544",For Sale,https://www.zillow.com/homedetails/78677096_zpid/
NY,4 bds,1 ba,1465 sqft,9439 sqft,1994,Los Angeles,71720,"4197 Maple Dr, Los Angeles, NY 71720","$339,064",Pending,https://www.zillow.com/homedetails/28693216_zpid/
IL,6 bds,1 ba,1017 sqft,6096 sqft,2016,Sacramento,46598,"9617 Main St, Sacramento, IL 46598","$903,893",For Sale,https://www.zillow.com/homedetails/44443160_zpid/
CA,6 bds,2 ba,2201 sqft,1491 sqft,1954,Fresno,42023,"2265 Main St, Fresno, CA 42023","$1,292,907",Sold,https://www.zillow.com/homedetails/97915485_zpid/
IL,1 bds,2 ba,1032 sqft,8275 sqft,2011,Los Angeles,73076,"8300 Elm St, Los Angeles, IL 73076","$1,301,461",For Sale,https://www.zillow.com/homedetails/50356300_zpid/
IL,6 bds,2 ba,2611 sqft,6027 sqft,2001,Los Angeles,83705,"1668 Maple Dr, Los Angeles, IL 83705","$697,001",Sold,https://www.zillow.com/homedetails/69255239_zpid/
IL,3 bds,3 ba,1983 sqft,2730 sqft,1998,Sacramento,63825,"1304 Main St, Sacramento, IL 63825","$1,015,024",Sold,https://www.zillow.com/homedetails/30470382_zpid/
IL,2 bds,1 ba,1760 sqft,5578 sqft,1977,San Diego,51725,"8244 Elm St, San Diego, IL 51725","$1,469,651",Sold,https://www.zillow.com/homedetails/96831366_zpid/
NY,2 bds,1 ba,828 sqft,7868 sqft,2006,Los Angeles,31656,"5663 Oak Ave, Los Angeles, NY 31656","$1,449,947",For Sale,https://www.zillow.com/homedetails/83590023_zpid/
TX,4 bds,3 ba,2888 sqft,5532 sqft,1975,Sacramento,40452,"3425 Elm St, Sacramento, TX 40452","$1,368,349",For Sale,https://www.zillow.com/homedetails/82094518_zpid/
CA,5 bds,3 ba,3987 sqft,8329 sqft,2001,Sacramento,45299,"9810 Oak Ave, Sacramento, CA 45299","$403,326",Sold,https://www.zillow.com/homedetails/66268569_zpid/
TX,4 bds,2 ba,2838 sqft,8692 sqft,1986,San Diego,69638,"7054 Pine Rd, San Diego, TX 69638","$703,004",For Sale,https://www.zillow.com/homedetails/26211655_zpid/
CA,3 bds,4 ba,1067 sqft,8832 sqft,2009,Los Angeles,85976,"2326 Pine Rd, Los Angeles, CA 85976","$1,077,979",Pending,https://www.zillow.com/homedetails/85562234_zpid/
NY,2 bds,2 ba,3499 sqft,8593 sqft,1988,San Francisco,15650,"9714 Main St, San Francisco, NY 15650","$1,377,628",Pending,https://www.zillow.com/homedetails/66497968_zpid/
CA,4 bds,3 ba,3181 sqft,4774 sqft,2016,San Francisco,48296,"4518 Maple Dr, San Francisco, CA 48296","$979,483",For Sale,https://www.zillow.com/homedetails/40989005_zpid/
CA,6 bds,4 ba,3202 sqft,6081 sqft,2010,Fresno,32435,"1531 Pine Rd, Fresno, CA 32435","$607,071",Sold,https://www.zillow.com/homedetails/30504022_zpid/
IL,4 bds,4 ba,3285 sqft,5456 sqft,1997,Los Angeles,83851,"8366 Maple Dr, Los Angeles, IL 83851","$1,112,794",Sold,https://www.zillow.com/homedetails/38452380_zpid/
NY,4 bds,1 ba,3308 sqft,8436 sqft,1961,Los Angeles,46718,"4038 Main St, Los Angeles, NY 46718","$1,012,826",Pending,https://www.zillow.com/homedetails/70748296_zpid/
NY,2 bds,3 ba,2115 sqft,4347 sqft,1992,San Diego,37003,"921 Oak Ave, San Diego, NY 37003","$572,355",Pending,https://www.zillow.com/homedetails/21816339_zpid/
NY,2 bds,2 ba,641 sqft,4291 sqft,1956,Sacramento,14781,"7470 Pine Rd, Sacramento, NY 14781","$336,640",Pending,https://www.zillow.com/homedetails/69894911_zpid/
CA,2 bds,2 ba,1264 sqft,2490 sqft,1971,San Diego,33178,"4815 Maple Dr, San Diego, CA 33178","$577,795",Sold,https://www.zillow.com/homedetails/97060859_zpid/
NY,1 bds,2 ba,778 sqft,8051 sqft,2009,Los Angeles,21112,"9571 Elm St, Los Angeles, NY 21112","$1,455,708",Pending,https://www.zillow.com/homedetails/11000310_zpid/
CA,3 bds,3 ba,2850 sqft,5113 sqft,2018,Sacramento,73257,"912 Main St, Sacramento, CA 73257","$1,225,749",Pending,https://www.zillow.com/homedetails/44569441_zpid/
TX,1 bds,1 ba,2330 sqft,2624 sqft,1986,San Diego,41457,"4113 Oak Ave, San Diego, TX 41457","$576,495",For Sale,https://www.zillow.com/homedetails/30055780_zpid/
TX,3 bds,3 ba,2771 sqft,9800 sqft,2002,Los Angeles,67605,"8383 Main St, Los Angeles, TX 67605","$654,485",Sold,https://www.zillow.com/homedetails/91538898_zpid/
CA,6 bds,3 ba,3837 sqft,2415 sqft,2002,San Francisco,46426,"5869 Oak Ave, San Francisco, CA 46426","$1,102,154",Sold,https://www.zillow.com/homedetails/98594137_zpid/
CA,1 bds,3 ba,3713 sqft,6362 sqft,2010,Los Angeles,10094,"534 Main St, Los Angeles, CA 10094","$870,466",Pending,https://www.zillow.com/homedetails/82969536_zpid/
NY,2 bds,1 ba,1488 sqft,4956 sqft,1971,San Francisco,56441,"6970 Pine Rd, San Francisco, NY 56441","$273,995",For Sale,https://www.zillow.com/homedetails/97279385_zpid/
FL,2 bds,2 ba,2802 sqft,8955 sqft,2005,Fresno,80142,"1500 Elm St, Fresno, FL 80142","$967,316",For Sale,https://www.zillow.com/homedetails/84642010_zpid/
NY,5 bds,1 ba,3496 sqft,7087 sqft,2017,San Diego,85892,"2501 Main St, San Diego, NY 85892","$392,020",Pending,https://www.zillow.com/homedetails/90321289_zpid/
NY,3 bds,4 ba,2946 sqft,1428 sqft,1960,Fresno,91466,"336 Elm St, Fresno, NY 91466","$191,377",Pending,https://www.zillow.com/homedetails/13280720_zpid/
FL,5 bds,1 ba,944 sqft,8266 sqft,1974,Sacramento,97181,"6526 Main St, Sacramento, FL 97181","$1,410,174",Pending,https://www.zillow.com/homedetails/17853030_zpid/
TX,1 bds,1 ba,2817 sqft,2411 sqft,2007,San Diego,33686,"6462 Maple Dr, San Diego, TX 33686","$935,900",For Sale,https://www.zillow.com/homedetails/37455150_zpid/
IL,5 bds,1 ba,2567 sqft,1291 sqft,2001,Sacramento,91469,"8939 Main St, Sacramento, IL 91469","$792,207",Pending,https://www.zillow.com/homedetails/84966191_zpid/
CA,3 bds,1 ba,3895 sqft,9438 sqft,2001,Los Angeles,78693,"7600 Maple Dr, Los Angeles, CA 78693","$1,034,308",For Sale,https://www.zillow.com/homedetails/93192183_zpid/
TX,3 bds,2 ba,799 sqft,8672 sqft,1973,Fresno,48351,"5319 Elm St, Fresno, TX 48351","$1,031,274",Sold,https://www.zillow.com/homedetails/48779198_zpid/
CA,6 bds,2 ba,1398 sqft,3942 sqft,2019,Los Angeles,39917,"5235 Oak Ave, Los Angeles, CA 39917","$1,225,062",Sold,https://www.zillow.com/homedetails/91576047_zpid/
TX,1 bds,3 ba,2306 sqft,5211 sqft,1968,Fresno,41512,"8540 Maple Dr, Fresno, TX 41512","$1,280,322",For Sale,https://www.zillow.com/homedetails/27782257_zpid/
IL,2 bds,2 ba,1992 sqft,3949 sqft,1973,Fresno,63614,"2266 Main St, Fresno, IL 63614","$1,342,910",Pending,https://www.zillow.com/homedetails/92832229_zpid/
NY,5 bds,3 ba,3656 sqft,7186 sqft,1955,Fresno,73090,"5423 Pine Rd, Fresno, NY 73090","$580,380",Sold,https://www.zillow.com/homedetails/33408735_zpid/
IL,4 bds,2 ba,3359 sqft,2155 sqft,2003,San Francisco,33337,"2888 Maple Dr, San Francisco, IL 33337","$975,397",Pending,https://www.zillow.com/homedetails/44326932_zpid/
TX,3 bds,2 ba,2410 sqft,7419 sqft,2017,San Diego,49965,"7011 Pine Rd, San Diego, TX 49965","$179,425",Pending,https://www.zillow.com/homedetails/66827099_zpid/
FL,3 bds,1 ba,1853 sqft,4005 sqft,2009,Fresno,95831,"9460 Maple Dr, Fresno, FL 95831","$1,306,875",Sold,https://www.zillow.com/homedetails/34635744_zpid/
NY,3 bds,2 ba,3725 sqft,4599 sqft,1969,San Francisco,93937,"8350 Pine Rd, San Francisco, NY 93937","$1,077,300",For Sale,https://www.zillow.com/homedetails/35755589_zpid/
NY,4 bds,3 ba,1693 sqft,4140 sqft,2003,Fresno,78072,"3915 Elm St, Fresno, NY 78072","$682,633",For Sale,https://www.zillow.com/homedetails/70900234_zpid/
FL,5 bds,3 ba,2221 sqft,8274 sqft,1971,Fresno,46716,"8945 Pine Rd, Fresno, FL 46716","$610,670",Sold,https://www.zillow.com/homedetails/35639870_zpid/
CA,5 bds,2 ba,675 sqft,4885 sqft,2014,Los Angeles,88468,"7600 Oak Ave, Los Angeles, CA 88468","$292,506",Pending,https://www.zillow.com/homedetails/21087887_zpid/
IL,4 bds,3 ba,1795 sqft,4696 sqft,1993,San Francisco,33913,"8396 Maple Dr, San Francisco, IL 33913","$1,334,871",For Sale,https://www.zillow.com/homedetails/30828111_zpid/
TX,5 bds,4 ba,3881 sqft,1630 sqft,1975,San Francisco,38037,"2704 Pine Rd, San Francisco, TX 38037","$1,359,613",Sold,https://www.zillow.com/homedetails/71242982_zpid/
CA,6 bds,4 ba,3101 sqft,8967 sqft,1990,Sacramento,23444,"9900 Pine Rd, Sacramento, CA 23444","$1,061,821",For Sale,https://www.zillow.com/homedetails/79376957_zpid/
NY,2 bds,1 ba,1326 sqft,5711 sqft,1975,Sacramento,75342,"9784 Elm St, Sacramento, NY 75342","$630,286",Sold,https://www.zillow.com/homedetails/29521083_zpid/
FL,6 bds,3 ba,1347 sqft,2615 sqft,2001,Fresno,97893,"2519 Pine Rd, Fresno, FL 97893","$1,472,857",Sold,https://www.zillow.com/homedetails/62777868_zpid/
NY,1 bds,1 ba,1737 sqft,5672 sqft,1956,Sacramento,60800,"8994 Oak Ave, Sacramento, NY 60800","$605,221",Pending,https://www.zillow.com/homedetails/72035080_zpid/
TX,3 bds,3 ba,2460 sqft,9623 sqft,1974,Los Angeles,98485,"8509 Oak Ave, Los Angeles, TX 98485","$446,674",Sold,https://www.zillow.com/homedetails/98705177_zpid/
TX,6 bds,1 ba,2622 sqft,6419 sqft,1952,San Francisco,79458,"8452 Elm St, San Francisco, TX 79458","$993,686",Sold,https://www.zillow.com/homedetails/86533611_zpid/
TX,6 bds,3 ba,1711 sqft,7598 sqft,1963,Sacramento,53695,"2575 Main St, Sacramento, TX 53695","$226,693",Sold,https://www.zillow.com/homedetails/77815368_zpid/
FL,4 bds,4 ba,3909 sqft,3685 sqft,1979,San Francisco,31676,"8546 Elm St, San Francisco, FL 31676","$1,319,712",Pending,https://www.zillow.com/homedetails/32762434_zpid/
TX,6 bds,2 ba,1395 sqft,8559 sqft,1956,Los Angeles,72493,"9880 Maple Dr, Los Angeles, TX 72493","$1,288,890",Pending,https://www.zillow.com/homedetails/47648669_zpid/
CA,1 bds,4 ba,674 sqft,6448 sqft,1993,San Diego,77866,"9238 Elm St, San Diego, CA 77866","$956,034",For Sale,https://www.zillow.com/homedetails/13190743_zpid/
CA,1 bds,2 ba,2231 sqft,3274 sqft,1973,San Francisco,30651,"9711 Elm St, San Francisco, CA 30651","$520,950",Sold,https://www.zillow.com/homedetails/57197003_zpid/
CA,2 bds,2 ba,1449 sqft,4605 sqft,1995,San Diego,48533,"7612 Elm St, San Diego, CA 48533","$142,594",For Sale,https://www.zillow.com/homedetails/40571130_zpid/
IL,1 bds,2 ba,1656 sqft,4660 sqft,1954,Fresno,47743,"8698 Pine Rd, Fresno, IL 47743","$686,609",Pending,https://www.zillow.com/homedetails/80040728_zpid/
CA,4 bds,2 ba,3292 sqft,7374 sqft,1961,Fresno,92161,"6550 Elm St, Fresno, CA 92161","$1,065,686",Sold,https://www.zillow.com/homedetails/31042613_zpid/
NY,1 bds,1 ba,2881 sqft,3846 sqft,1965,Los Angeles,16632,"6759 Maple Dr, Los Angeles, NY 16632","$410,142",Pending,https://www.zillow.com/homedetails/64461287_zpid/
CA,4 bds,4 ba,1051 sqft,2605 sqft,2011,Sacramento,88286,"9342 Maple Dr, Sacramento, CA 88286","$634,856",Pending,https://www.zillow.com/homedetails/71007372_zpid/
FL,6 bds,2 ba,705 sqft,4337 sqft,1993,San Francisco,13831,"7497 Maple Dr, San Francisco, FL 13831","$736,810",Pending,https://www.zillow.com/homedetails/13067344_zpid/
CA,4 bds,1 ba,3854 sqft,1766 sqft,2008,San Francisco,58519,"748 Main St, San Francisco, CA 58519","$802,318",Pending,https://www.zillow.com/homedetails/43212537_zpid/
IL,2 bds,2 ba,3341 sqft,3049 sqft,2006,Los Angeles,88449,"7628 Pine Rd, Los Angeles, IL 88449","$475,065",Sold,https://www.zillow.com/homedetails/86436868_zpid/
NY,3 bds,2 ba,967 sqft,5888 sqft,1955,Sacramento,20336,"5664 Elm St, Sacramento, NY 20336","$851,420",Pending,https://www.zillow.com/homedetails/31889566_zpid/
NY,6 bds,3 ba,1860 sqft,8438 sqft,1982,Fresno,92482,"6692 Main St, Fresno, NY 92482","$200,218",Sold,https://www.zillow.com/homedetails/33276209_zpid/
TX,3 bds,1 ba,2384 sqft,7314 sqft,2008,Fresno,18987,"6538 Main St, Fresno, TX 18987","$848,974",Sold,https://www.zillow.com/homedetails/10190163_zpid/
NY,5 bds,2 ba,826 sqft,2258 sqft,2021,San Diego,43311,"3284 Maple Dr, San Diego, NY 43311","$550,731",Pending,https://www.zillow.com/homedetails/44198964_zpid/
TX,3 bds,1 ba,2787 sqft,1504 sqft,1980,Fresno,92714,"4876 Oak Ave, Fresno, TX 92714","$751,038",Sold,https://www.zillow.com/homedetails/86660401_zpid/
TX,5 bds,2 ba,2575 sqft,6403 sqft,1982,Los Angeles,89134,"6644 Oak Ave, Los Angeles, TX 89134","$1,385,988",Sold,https://www.zillow.com/homedetails/60275421_zpid/
TX,6 bds,3 ba,3743 sqft,9326 sqft,1983,San Diego,83362,"5127 Pine Rd, San Diego, TX 83362","$1,490,235",Pending,https://www.zillow.com/homedetails/68307233_zpid/
NY,6 bds,1 ba,2804 sqft,3166 sqft,1974,Sacramento,69720,"6582 Oak Ave, Sacramento, NY 69720","$270,055",For Sale,https://www.zillow.com/homedetails/34435084_zpid/
TX,4 bds,2 ba,2405 sqft,2752 sqft,1987,San Francisco,93926,"1539 Elm St, San Francisco, TX 93926","$550,460",For Sale,https://www.zillow.com/homedetails/92712199_zpid/
TX,3 bds,4 ba,1178 sqft,2464 sqft,1951,Sacramento,75022,"2398 Elm St, Sacramento, TX 75022","$464,626",For Sale,https://www.zillow.com/homedetails/20555107_zpid/
CA,3 bds,1 ba,3140 sqft,6463 sqft,2023,Sacramento,13806,"1785 Pine Rd, Sacramento, CA 13806","$564,774",For Sale,https://www.zillow.com/homedetails/15530533_zpid/
CA,3 bds,3 ba,655 sqft,8495 sqft,2015,Fresno,67015,"7988 Oak Ave, Fresno, CA 67015","$1,046,694",Sold,https://www.zillow.com/homedetails/21315738_zpid/
